193.019996	130.915375	130.431672
190.443523	130.915375	130.431672
192.100195	131.942027	129.849605
194.676668	131.942027	129.849605
192.506418	131.211820	129.553242
190.788770	131.211820	129.553242
195.535492	131.942027	129.849605
196.394316	131.942027	129.849605
194.569312	131.508266	128.674813
187.698719	131.508266	128.674813
195.391207	130.042398	129.328305
199.685328	130.042398	129.328305
194.676668	131.942027	129.849605
198.111965	131.942027	129.849605
198.821355	132.524012	130.585184
195.386059	132.524012	130.585184
193.668410	132.524012	130.585184
199.680180	132.524012	130.585184
196.049070	131.645582	130.728035
198.625543	131.645582	130.728035
196.964570	128.142770	128.807004
196.105746	128.142770	128.807004
197.823395	128.142770	128.807004
197.823395	128.142770	128.807004
197.478148	127.846324	129.685434
197.478148	127.846324	129.685434
195.452184	129.015746	129.910371
193.734535	129.015746	129.910371
195.055410	129.740500	131.452953
196.773059	129.740500	131.452953
196.250031	130.042398	129.328305
193.673559	130.042398	129.328305
195.904785	129.745953	130.206734
195.045961	129.745953	130.206734
195.941715	131.211820	129.553242
196.800539	131.211820	129.553242
198.004609	131.508266	128.674813
180.828125	131.508266	128.674813
179.143973	129.010293	131.156590
177.426324	129.010293	131.156590
178.392504	129.444055	132.331383
186.121922	129.444055	132.331383
196.311008	129.015746	129.910371
200.605129	129.015746	129.910371
199.232727	129.312191	129.031941
201.809199	129.312191	129.031941
203.872094	129.608637	128.153512
203.013270	129.608637	128.153512
202.261801	130.042398	129.328305
202.261801	130.042398	129.328305
203.778488	131.645582	130.728035
193.472598	131.645582	130.728035
189.043641	129.740500	131.452953
191.620113	129.740500	131.452953
203.294105	126.967895	129.828285
199.858809	126.967895	129.828285
230.883836	127.401656	131.003078
233.894012	128.142770	128.807004
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
234.141352	128.000000	128.000000
232.423703	128.000000	128.000000
233.282527	128.000000	128.000000
232.423703	128.000000	128.000000
231.564879	128.000000	128.000000
232.521609	128.439215	127.928574
231.662785	128.439215	127.928574
232.176363	128.142770	128.807004
228.741066	128.142770	128.807004
232.689941	127.846324	129.685434
233.291977	127.994547	129.246219
228.395820	127.846324	129.685434
227.536996	127.846324	129.685434
227.546445	127.840871	130.931652
228.405270	127.840871	130.931652
228.955777	129.010293	131.156590
227.238129	129.010293	131.156590
227.238129	129.010293	131.156590
225.520480	129.010293	131.156590
222.907078	127.544426	131.810082
228.060023	127.544426	131.810082
225.175234	128.713848	132.035020
230.673426	129.010293	131.156590
222.598762	128.713848	132.035020
220.881113	128.713848	132.035020
224.191023	126.803312	134.006156
224.191023	126.803312	134.006156
226.865402	127.242527	133.934730
224.288930	127.242527	133.934730
225.997129	127.247980	132.688512
224.279480	127.247980	132.688512
223.980613	128.411949	134.159668
221.404141	128.411949	134.159668
223.084859	126.946082	134.813160
222.226035	126.946082	134.813160
222.889047	126.067652	134.956012
217.736102	126.067652	134.956012
214.743957	126.803312	134.006156
214.743957	126.803312	134.006156
214.636602	126.369551	132.831363
215.495426	126.369551	132.831363
213.875684	126.808766	132.759938
213.875684	126.808766	132.759938
215.177660	127.544426	131.810082
210.883539	127.544426	131.810082
215.602781	126.803312	134.006156
214.743957	126.803312	134.006156
212.583156	126.067652	134.956012
211.724332	126.067652	134.956012
211.822238	126.506867	134.884586
212.681062	126.506867	134.884586
208.484848	126.946082	134.813160
209.343672	126.946082	134.813160
211.299211	126.808766	132.759937
207.863914	126.808766	132.759938
206.146266	126.808766	132.759938
208.722738	126.808766	132.759938
207.139926	128.713848	132.035020
207.998750	128.713848	132.035020
204.526523	127.247980	132.688512
206.244172	127.247980	132.688512
208.312215	125.062812	130.553203
204.876918	125.062812	130.553203
205.045250	124.469922	132.310062
205.045250	124.469922	132.310062
200.895414	126.369551	132.831363
203.471887	126.369551	132.831363
202.958309	126.665996	131.952934
202.958309	126.665996	131.952934
201.128156	128.713848	132.035020
197.692859	128.713848	132.035020
198.426297	126.803312	134.006156
198.426297	126.803312	134.006156
196.283527	127.544426	131.810082
198.001176	127.544426	131.810082
193.734535	129.015746	129.910371
191.158062	129.015746	129.910371
188.581590	129.015746	129.910371
187.722766	129.015746	129.910371
177.113707	127.703555	128.878430
177.113707	127.703555	128.878430
158.121668	127.264340	128.949855
152.109898	127.264340	128.949855
157.972234	127.846324	129.685434
146.807520	127.846324	129.685434
135.787090	129.745953	130.206734
134.928266	129.745953	130.206734
120.053434	128.417402	132.913449
112.324016	128.417402	132.913449
112.669262	128.713848	132.035020
113.528086	128.713848	132.035020
97.863988	127.840871	130.931652
112.464000	127.840871	130.931652
116.594090	130.909922	131.677891
103.711727	130.909922	131.677891
100.272996	126.946082	134.813160
98.555348	126.946082	134.813160
95.988324	126.940629	136.059379
94.270676	126.940629	136.059379
90.797582	126.962441	131.074504
97.668176	126.962441	131.074504
95.357074	128.296445	127.121570
72.168820	128.296445	127.121570
61.475605	129.015746	129.910371
66.628551	129.015746	129.910371
64.052078	129.015746	129.910371
66.628551	129.015746	129.910371
69.382805	128.417402	132.913449
89.994586	128.417402	132.913449
70.856547	132.524012	130.585184
66.562426	132.524012	130.585184
73.092922	129.745953	130.206734
86.834109	129.745953	130.206734
89.587496	130.635289	127.571445
79.281605	130.635289	127.571445
73.844391	129.312191	129.031941
78.138512	129.312191	129.031941
82.862055	131.047238	133.731113
82.862055	131.047238	133.731113
92.515230	126.962441	131.074504
104.538770	126.962441	131.074504
106.078637	127.560785	128.071426
120.678648	127.560785	128.071426
105.275641	129.015746	129.910371
92.393277	129.015746	129.910371
82.381973	128.845711	135.334461
70.358434	128.845711	135.334461
116.600105	126.940629	136.059379
110.588336	126.940629	136.059379
111.782957	127.242527	133.934730
136.688859	127.242527	133.934730
130.499309	127.840871	130.931652
121.911066	127.840871	130.931652
126.041156	130.909922	131.677891
121.747035	130.909922	131.677891
126.443078	127.703555	128.878430
122.148957	127.703555	128.878430
127.922836	127.840871	130.931652
103.875758	127.840871	130.931652
101.299285	127.840871	130.931652
109.887527	127.840871	130.931652
109.196168	128.735660	127.050145
109.196168	128.735660	127.050145
103.151770	129.745953	130.206734
116.034133	129.745953	130.206734
115.801391	127.401656	131.003078
114.942566	127.401656	131.003078
136.684559	124.766367	131.431633
136.684559	124.766367	131.431633
135.732129	126.803312	134.006156
157.202734	126.803312	134.006156
154.546387	127.840871	130.931652
160.558156	127.840871	130.931652
161.444461	129.312191	129.031941
170.891527	129.312191	129.031941
173.468000	129.312191	129.031941
172.609176	129.312191	129.031941
173.061777	130.042398	129.328305
173.061777	130.042398	129.328305
174.779426	130.042398	129.328305
172.202953	130.042398	129.328305
172.548199	130.338844	128.449875
