J_val = 97149.39433201971405651
GE_LEM : 
0.000000	60.592559	60.085824	71.380943	111.877737	404.075453	460.357064	341.857133	331.955414	334.790434	184.795253	186.335851	181.090185	203.340611	212.037430	257.737875	289.806657	215.213657	193.994824	196.605630	269.200406	257.885748	228.868842	221.865606	282.854562	209.921039	226.930842	257.307517	254.748353	184.035418	215.295708	270.809986	205.424034	199.901148	178.921685	299.877565	344.442450	313.297772	292.728585	311.495505	306.646144	252.030403	272.971181	248.206584	249.585178	234.379620	323.772130	297.428950	228.050394	250.236399	
60.592559	0.000000	43.116751	50.209824	96.514506	371.070865	416.789913	304.880760	291.496542	299.691523	158.458157	160.812080	157.363474	180.289038	192.954297	237.426488	271.761832	202.649582	171.916260	171.982518	231.953559	220.379138	198.270066	183.525606	248.237744	183.868827	197.494694	234.529041	231.141103	161.868930	195.035679	255.018451	182.915341	178.875959	156.368647	272.873742	322.033089	285.015702	264.974855	278.663829	263.646314	217.315698	234.147450	213.694944	211.995675	206.514683	299.860051	270.109723	201.920521	218.187935	
60.085824	43.116751	0.000000	51.742304	97.698153	363.638693	420.150889	302.800743	288.894231	294.592921	162.620491	163.063301	162.565539	186.946272	194.340419	226.874097	260.486749	190.020471	163.960151	164.781910	239.098192	226.346277	203.830198	191.937575	252.549212	185.659614	198.872802	234.132004	226.197436	161.295653	192.725021	254.648975	183.611990	178.904538	160.529379	261.997317	310.473672	273.881176	252.865985	269.828053	268.415991	223.503902	236.966181	214.123177	212.992928	198.491850	299.354327	266.859468	198.885547	215.714913	
71.380943	50.209824	51.742304	0.000000	108.441706	356.269268	406.909488	299.361064	287.265046	292.405569	165.442046	169.201689	166.838685	190.233400	198.923092	239.862020	275.195000	207.840142	176.976583	180.970812	247.687023	234.114844	217.016266	199.664860	266.754428	195.655405	212.731063	247.179373	241.350765	174.655960	207.568906	267.996321	192.324815	188.802431	165.764443	279.892267	323.847571	289.021688	267.506483	282.423701	276.881796	228.664660	241.181150	221.164337	222.036718	223.713943	314.518570	287.134818	215.640529	240.130569	
111.877737	96.514506	97.698153	108.441706	0.000000	439.100810	491.121933	380.143513	363.047060	366.427858	221.481046	221.879554	218.035008	236.882907	240.696477	285.036217	314.591647	248.753156	224.919546	228.314445	309.477801	304.515050	278.565244	264.008019	323.498070	246.265215	263.044625	292.773559	288.820410	220.104584	251.723301	305.797256	239.771860	239.053228	208.478507	345.004800	393.124198	351.607794	333.806997	349.771524	330.653741	283.213835	301.044820	280.748839	279.563650	264.658249	357.108738	333.330444	263.870961	281.244704	
404.075453	371.070865	363.638693	356.269268	439.100810	0.000000	131.460053	75.182123	73.529162	75.185956	300.533467	310.600296	297.723507	324.123398	341.385203	355.839231	377.493379	326.720063	309.347598	308.909089	244.311302	258.167027	251.103596	232.336321	280.407371	353.258570	410.818145	426.092294	406.944944	352.297199	378.064525	414.663168	365.433547	342.855804	332.541142	273.018775	322.561052	279.488199	275.989214	289.883223	241.556291	231.871408	211.462599	209.258587	221.059615	349.633116	443.577031	423.984657	354.842024	374.607636	
460.357064	416.789913	420.150889	406.909488	491.121933	131.460053	0.000000	110.792319	101.930435	102.872355	359.852223	363.847376	355.211612	378.716342	397.647369	415.921050	430.483934	393.607276	369.002417	367.260423	275.679948	289.145788	279.877927	268.652650	317.807617	403.064692	472.560891	480.790590	467.470371	409.566661	423.937799	451.735455	412.463671	385.840759	380.086741	345.621263	383.903176	346.879519	342.037309	351.172836	292.816217	283.606866	262.028225	254.874719	268.357139	404.800847	498.549752	476.999304	404.101458	428.606490	
341.857133	304.880760	302.800743	299.361064	380.143513	75.182123	110.792319	0.000000	43.619738	49.246931	253.264725	260.354797	249.135452	272.711697	290.597194	306.576071	325.734279	274.567756	256.401773	255.574628	192.602659	195.442512	190.894592	173.296096	224.612590	294.613655	350.342853	370.143320	347.393199	293.299135	321.571949	359.907382	307.362641	292.387889	273.205611	235.864374	287.233222	243.237452	235.332911	246.328788	210.308767	194.638597	176.657915	166.535927	184.214601	294.651405	389.755776	376.440220	301.025360	325.740720	
331.955414	291.496542	288.894231	287.265046	363.047060	73.529162	101.930435	43.619738	0.000000	41.720629	239.617502	247.378739	237.426823	261.706648	278.068578	287.741459	304.620232	257.930600	238.159768	236.640900	190.962501	192.801476	188.218752	166.457195	216.992838	285.866967	342.946623	362.214473	341.572814	283.136404	308.788660	349.345458	295.461656	276.780014	261.475414	210.953025	257.157151	215.230309	209.345196	220.698937	203.062930	185.699612	166.218111	157.133612	169.061994	275.146319	366.968435	353.835520	281.605154	300.150551	
334.790434	299.691523	294.592921	292.405569	366.427858	75.185956	102.872355	49.246931	41.720629	0.000000	245.946228	255.892878	248.889032	267.327872	287.431780	294.455932	308.822030	258.811931	243.302141	245.639490	191.179095	196.246645	194.526011	171.754863	220.959245	300.990641	351.158467	368.986950	352.895290	296.593592	323.071711	365.014241	311.914738	290.501883	277.848062	220.253853	264.305605	223.373417	219.155325	234.414259	199.519376	186.932453	171.085797	163.393557	175.402923	280.380624	374.605637	356.488521	286.680177	306.642831	
